scholarship_id,scheme_name,provider,min_age,max_age,max_income,category,education_level,benefit_amount,deadline_date,application_link,documents_required,state,priority_score
4175,Rural Development Scholarship 4175,Private Trust,15,26,500000.0,ST,UG,26059,2026-08-22,https://scholarships.gov.in/scheme/4175,Aadhaar; Bank Details; Income Certificate,All India,0.107
4176,Talent Scholarship 4176,Central Govt,14,24,500000.0,SC,UG,48642,2026-06-01,https://scholarships.gov.in/scheme/4176,Income Certificate; Caste Certificate; Marksheet,Tamil Nadu,0.201
4177,Post Matric Scholarship 4177,State Govt,12,29,350000.0,ST,School,52034,2026-08-21,https://scholarships.gov.in/scheme/4177,Marksheet; Caste Certificate,Delhi,0.211
4178,Women Empowerment Scholarship 4178,Private Trust,15,33,100000.0,General,UG,95649,2026-09-16,https://scholarships.gov.in/scheme/4178,Income Certificate; Bank Details; Aadhaar; Caste Certificate,Maharashtra,0.385
4179,Merit Scholarship 4179,State Govt,10,34,100000.0,SC,School,36241,2026-07-21,https://scholarships.gov.in/scheme/4179,Aadhaar; Marksheet,Karnataka,0.149
4180,Education Support Scholarship 4180,State Govt,13,23,100000.0,All,School,27339,2026-05-03,https://scholarships.gov.in/scheme/4180,Caste Certificate; Aadhaar; Income Certificate; Marksheet,Tamil Nadu,0.122
4181,Women Empowerment Scholarship 4181,State Govt,13,17,500000.0,ST,PG,31957,2026-08-02,https://scholarships.gov.in/scheme/4181,Marksheet; Bank Details; Income Certificate; Aadhaar,Maharashtra,0.131
4182,Women Empowerment Scholarship 4182,Central Govt,15,19,100000.0,All,UG,36199,2026-06-24,https://scholarships.gov.in/scheme/4182,Income Certificate; Bank Details; Caste Certificate,Karnataka,0.15
4183,Education Support Scholarship 4183,State Govt,12,30,500000.0,SC,UG,22270,2026-09-19,https://scholarships.gov.in/scheme/4183,Marksheet; Aadhaar; Caste Certificate,Delhi,0.091
4184,Post Matric Scholarship 4184,Central Govt,17,19,350000.0,General,UG,23598,2026-05-19,https://scholarships.gov.in/scheme/4184,Aadhaar; Caste Certificate; Bank Details; Marksheet,Tamil Nadu,0.103
4185,Pre Matric Scholarship 4185,Private Trust,15,32,800000.0,SC,School,23594,2026-09-06,https://scholarships.gov.in/scheme/4185,Marksheet; Income Certificate; Bank Details; Aadhaar,Delhi,0.097
4186,Talent Scholarship 4186,Private Trust,13,27,800000.0,OBC,UG,10364,2026-07-29,https://scholarships.gov.in/scheme/4186,Income Certificate; Caste Certificate; Marksheet; Aadhaar,All India,0.045
4187,Excellence Scholarship 4187,Private Trust,13,33,100000.0,All,UG,120388,2026-08-03,https://scholarships.gov.in/scheme/4187,Income Certificate; Marksheet,Tamil Nadu,0.485
4188,Excellence Scholarship 4188,Central Govt,15,20,250000.0,ST,School,21864,2026-09-16,https://scholarships.gov.in/scheme/4188,Bank Details; Marksheet; Aadhaar; Caste Certificate,Tamil Nadu,0.09
4189,Merit Scholarship 4189,NGO,13,16,250000.0,ST,School,32435,2026-06-05,https://scholarships.gov.in/scheme/4189,Income Certificate; Caste Certificate; Marksheet; Bank Details,All India,0.136
4190,Minority Scholarship 4190,Private Trust,13,18,,General,UG,114189,2026-05-29,https://scholarships.gov.in/scheme/4190,Bank Details; Marksheet,Tamil Nadu,0.464
4191,Higher Education Scholarship 4191,Central Govt,10,29,100000.0,ST,UG,54884,2026-07-05,https://scholarships.gov.in/scheme/4191,Aadhaar; Marksheet,Tamil Nadu,0.204
4192,Rural Development Scholarship 4192,State Govt,17,25,100000.0,General,PG,48582,2026-07-06,https://scholarships.gov.in/scheme/4192,Bank Details; Caste Certificate,Maharashtra,0.198
4193,Talent Scholarship 4193,State Govt,15,26,800000.0,General,School,80715,2026-05-19,https://scholarships.gov.in/scheme/4193,Aadhaar; Income Certificate,Maharashtra,0.331
4194,Excellence Scholarship 4194,Private Trust,14,31,800000.0,SC,PG,90838,2026-05-30,https://scholarships.gov.in/scheme/4194,Bank Details; Aadhaar,All India,0.37
4195,Minority Scholarship 4195,NGO,16,32,800000.0,ST,PG,58297,2026-06-10,https://scholarships.gov.in/scheme/4195,Bank Details; Income Certificate; Caste Certificate,Tamil Nadu,0.239
4196,Excellence Scholarship 4196,State Govt,16,27,800000.0,ST,PG,35665,2026-08-15,https://scholarships.gov.in/scheme/4196,Aadhaar; Income Certificate; Marksheet; Caste Certificate,Tamil Nadu,0.146
4197,Merit Scholarship 4197,NGO,10,15,800000.0,All,UG,5000,2026-05-09,https://scholarships.gov.in/scheme/4197,Bank Details; Aadhaar; Income Certificate; Caste Certificate,Karnataka,0.031
4198,Talent Scholarship 4198,Central Govt,11,14,350000.0,All,School,59667,2026-08-21,https://scholarships.gov.in/scheme/4198,Aadhaar; Income Certificate; Caste Certificate; Bank Details,Maharashtra,0.241
4199,Excellence Scholarship 4199,State Govt,16,29,250000.0,General,School,5000,2026-04-19,https://scholarships.gov.in/scheme/4199,Caste Certificate; Income Certificate,Karnataka,0.042
4200,Minority Scholarship 4200,State Govt,16,29,250000.0,OBC,School,63528,2026-08-06,https://scholarships.gov.in/scheme/4200,Aadhaar; Income Certificate; Caste Certificate; Bank Details,Karnataka,0.257
4201,Pre Matric Scholarship 4201,Private Trust,15,18,250000.0,SC,School,35621,2026-08-09,https://scholarships.gov.in/scheme/4201,Marksheet; Bank Details; Income Certificate; Caste Certificate,Karnataka,0.146
4202,Merit Scholarship 4202,NGO,10,15,350000.0,General,PG,38528,2026-09-23,https://scholarships.gov.in/scheme/4202,Aadhaar; Income Certificate; Marksheet; Bank Details,Maharashtra,0.156
4203,Post Matric Scholarship 4203,State Govt,11,16,250000.0,ST,School,12867,2026-06-19,https://scholarships.gov.in/scheme/4203,Caste Certificate; Aadhaar; Bank Details; Income Certificate,Delhi,0.057
4204,Merit Scholarship 4204,NGO,13,25,800000.0,All,School,15526,2026-09-26,https://scholarships.gov.in/scheme/4204,Income Certificate; Marksheet,Karnataka,0.064
4205,Excellence Scholarship 4205,Central Govt,11,30,250000.0,General,School,71653,2026-09-15,https://scholarships.gov.in/scheme/4205,Income Certificate; Marksheet; Aadhaar; Caste Certificate,Delhi,0.289
4206,Rural Development Scholarship 4206,State Govt,15,18,350000.0,All,UG,19411,2026-07-09,https://scholarships.gov.in/scheme/4206,Bank Details; Caste Certificate; Aadhaar,Maharashtra,0.082
4207,Post Matric Scholarship 4207,Private Trust,17,19,500000.0,SC,School,10906,2026-07-14,https://scholarships.gov.in/scheme/4207,Bank Details; Aadhaar,Karnataka,0.052
4208,Minority Scholarship 4208,NGO,12,18,250000.0,OBC,School,20099,2026-06-09,https://scholarships.gov.in/scheme/4208,Aadhaar; Caste Certificate; Bank Details,All India,0.086
4209,Post Matric Scholarship 4209,State Govt,12,14,350000.0,SC,UG,15842,2026-08-21,https://scholarships.gov.in/scheme/4209,Bank Details; Marksheet; Aadhaar,Karnataka,0.066
4210,Merit Scholarship 4210,State Govt,17,26,250000.0,All,School,82700,2026-09-26,https://scholarships.gov.in/scheme/4210,Marksheet; Caste Certificate,Delhi,0.333
4211,Merit Scholarship 4211,NGO,16,33,800000.0,All,School,56732,2026-09-10,https://scholarships.gov.in/scheme/4211,Marksheet; Aadhaar; Income Certificate; Bank Details,Tamil Nadu,0.229
4212,Excellence Scholarship 4212,Private Trust,10,29,350000.0,All,PG,73899,2026-04-24,https://scholarships.gov.in/scheme/4212,Income Certificate; Bank Details; Caste Certificate; Marksheet,Maharashtra,0.313
4213,Minority Scholarship 4213,NGO,13,20,800000.0,SC,School,90028,2026-06-19,https://scholarships.gov.in/scheme/4213,Marksheet; Aadhaar; Bank Details,All India,0.365
4214,Pre Matric Scholarship 4214,NGO,13,32,100000.0,OBC,PG,16098,2026-09-03,https://scholarships.gov.in/scheme/4214,Aadhaar; Income Certificate; Bank Details; Caste Certificate,Maharashtra,0.067
4215,Higher Education Scholarship 4215,Central Govt,11,17,800000.0,ST,UG,36741,2026-07-12,https://scholarships.gov.in/scheme/4215,Income Certificate; Bank Details; Caste Certificate,Tamil Nadu,0.151
4216,Excellence Scholarship 4216,NGO,10,31,250000.0,ST,PG,82209,2026-05-04,https://scholarships.gov.in/scheme/4216,Bank Details; Income Certificate,All India,0.341
4217,Talent Scholarship 4217,Central Govt,14,32,800000.0,ST,UG,40025,2026-04-18,https://scholarships.gov.in/scheme/4217,Caste Certificate; Bank Details; Income Certificate,All India,0.184
4218,Talent Scholarship 4218,State Govt,16,32,500000.0,ST,PG,65565,2026-04-23,https://scholarships.gov.in/scheme/4218,Caste Certificate; Income Certificate; Aadhaar,Tamil Nadu,0.28
4219,Merit Scholarship 4219,Private Trust,11,23,800000.0,General,PG,21662,2026-05-18,https://scholarships.gov.in/scheme/4219,Income Certificate; Aadhaar; Caste Certificate,Tamil Nadu,0.095
4220,Talent Scholarship 4220,Private Trust,16,32,250000.0,OBC,School,62325,2026-09-25,https://scholarships.gov.in/scheme/4220,Income Certificate; Marksheet; Aadhaar; Bank Details,All India,0.252
4221,Pre Matric Scholarship 4221,Private Trust,17,23,500000.0,ST,School,34842,2026-09-18,https://scholarships.gov.in/scheme/4221,Income Certificate; Marksheet; Caste Certificate,Delhi,0.142
4222,Talent Scholarship 4222,Private Trust,14,32,250000.0,General,UG,93045,2026-06-30,https://scholarships.gov.in/scheme/4222,Income Certificate; Caste Certificate; Aadhaar; Marksheet,Tamil Nadu,0.377
4223,Women Empowerment Scholarship 4223,NGO,10,27,100000.0,All,PG,72014,2026-04-06,https://scholarships.gov.in/scheme/4223,Aadhaar; Marksheet,Delhi,0.368
4224,Rural Development Scholarship 4224,State Govt,11,31,800000.0,General,UG,20324,2026-06-03,https://scholarships.gov.in/scheme/4224,Bank Details; Income Certificate; Aadhaar; Caste Certificate,All India,0.088
4225,Excellence Scholarship 4225,State Govt,12,22,100000.0,SC,PG,51258,2026-08-09,https://scholarships.gov.in/scheme/4225,Aadhaar; Bank Details; Caste Certificate; Income Certificate,Karnataka,0.208
4226,Education Support Scholarship 4226,NGO,11,32,500000.0,General,School,91553,2026-07-24,https://scholarships.gov.in/scheme/4226,Marksheet; Caste Certificate,Tamil Nadu,0.37
4227,Minority Scholarship 4227,Private Trust,12,16,250000.0,General,School,17193,2026-07-21,https://scholarships.gov.in/scheme/4227,Bank Details; Income Certificate; Marksheet,Delhi,0.072
4228,Education Support Scholarship 4228,Central Govt,13,28,250000.0,All,School,36545,2026-05-21,https://scholarships.gov.in/scheme/4228,Marksheet; Aadhaar; Income Certificate,All India,0.154
4229,Pre Matric Scholarship 4229,NGO,16,26,800000.0,SC,School,73952,2026-06-20,https://scholarships.gov.in/scheme/4229,Income Certificate; Caste Certificate; Bank Details; Aadhaar,Maharashtra,0.301
4230,Pre Matric Scholarship 4230,Central Govt,13,34,250000.0,SC,UG,44624,2026-05-23,https://scholarships.gov.in/scheme/4230,Marksheet; Caste Certificate,Karnataka,0.186
4231,Higher Education Scholarship 4231,NGO,17,28,800000.0,All,School,46089,2026-04-15,https://scholarships.gov.in/scheme/4231,Marksheet; Aadhaar; Caste Certificate; Bank Details,Karnataka,0.213
4232,Higher Education Scholarship 4232,Private Trust,16,26,800000.0,General,PG,15196,2026-08-01,https://scholarships.gov.in/scheme/4232,Income Certificate; Marksheet; Aadhaar,Delhi,0.064
4233,Excellence Scholarship 4233,State Govt,10,22,350000.0,SC,UG,45787,2026-05-21,https://scholarships.gov.in/scheme/4233,Caste Certificate; Income Certificate,Karnataka,0.191
4234,Merit Scholarship 4234,NGO,14,31,,ST,PG,23441,2026-07-11,https://scholarships.gov.in/scheme/4234,Income Certificate; Bank Details; Aadhaar; Marksheet,Maharashtra,0.098
4235,Post Matric Scholarship 4235,Private Trust,12,21,350000.0,ST,School,46186,2026-06-02,https://scholarships.gov.in/scheme/4235,Aadhaar; Bank Details; Income Certificate,Maharashtra,0.191
4236,Talent Scholarship 4236,NGO,14,20,100000.0,ST,UG,25389,2026-08-23,https://scholarships.gov.in/scheme/4236,Bank Details; Caste Certificate,Karnataka,0.104
4237,Women Empowerment Scholarship 4237,State Govt,10,28,800000.0,All,School,63869,2026-09-24,https://scholarships.gov.in/scheme/4237,Aadhaar; Marksheet; Caste Certificate; Income Certificate,All India,0.258
4238,Women Empowerment Scholarship 4238,NGO,15,33,350000.0,OBC,UG,5000,2026-08-27,https://scholarships.gov.in/scheme/4238,Aadhaar; Income Certificate,Karnataka,0.023
4239,Excellence Scholarship 4239,NGO,13,16,100000.0,All,PG,15125,2026-08-19,https://scholarships.gov.in/scheme/4239,Marksheet; Income Certificate; Aadhaar,Karnataka,0.063
4240,Merit Scholarship 4240,Central Govt,13,29,250000.0,All,PG,40649,2026-08-15,https://scholarships.gov.in/scheme/4240,Caste Certificate; Income Certificate; Marksheet,Karnataka,0.166
4241,Education Support Scholarship 4241,Private Trust,16,32,350000.0,ST,PG,42017,2026-08-15,https://scholarships.gov.in/scheme/4241,Aadhaar; Income Certificate,Delhi,0.171
4242,Rural Development Scholarship 4242,Central Govt,10,14,100000.0,All,School,27047,2026-05-30,https://scholarships.gov.in/scheme/4242,Aadhaar; Caste Certificate,Maharashtra,0.115
4243,Minority Scholarship 4243,Central Govt,16,26,250000.0,OBC,School,48708,2026-05-03,https://scholarships.gov.in/scheme/4243,Marksheet; Income Certificate; Caste Certificate; Bank Details,All India,0.207
4244,Higher Education Scholarship 4244,NGO,15,30,800000.0,General,School,49400,2026-08-24,https://scholarships.gov.in/scheme/4244,Bank Details; Aadhaar; Caste Certificate,Maharashtra,0.2
4245,Education Support Scholarship 4245,Central Govt,17,26,100000.0,General,UG,7550,2026-06-02,https://scholarships.gov.in/scheme/4245,Caste Certificate; Marksheet,Karnataka,0.037
4246,Minority Scholarship 4246,Private Trust,10,13,250000.0,SC,UG,5000,2026-04-19,https://scholarships.gov.in/scheme/4246,Caste Certificate; Marksheet; Aadhaar; Income Certificate,Maharashtra,0.042
4247,Women Empowerment Scholarship 4247,NGO,10,30,350000.0,SC,PG,26865,2026-07-16,https://scholarships.gov.in/scheme/4247,Marksheet; Caste Certificate,All India,0.111
4248,Merit Scholarship 4248,Central Govt,17,32,800000.0,General,School,5000,2026-09-14,https://scholarships.gov.in/scheme/4248,Aadhaar; Marksheet; Caste Certificate,Delhi,0.022
4249,Education Support Scholarship 4249,NGO,17,33,100000.0,OBC,PG,74235,2026-09-07,https://scholarships.gov.in/scheme/4249,Income Certificate; Caste Certificate; Marksheet; Bank Details,All India,0.299
4250,Pre Matric Scholarship 4250,Private Trust,16,24,250000.0,All,UG,54577,2026-09-03,https://scholarships.gov.in/scheme/4250,Marksheet; Bank Details; Caste Certificate; Aadhaar,Tamil Nadu,0.221
4251,Post Matric Scholarship 4251,Private Trust,17,30,500000.0,ST,PG,109991,2026-08-11,https://scholarships.gov.in/scheme/4251,Caste Certificate; Income Certificate,Maharashtra,0.443
4252,Pre Matric Scholarship 4252,Private Trust,11,27,500000.0,OBC,UG,52118,2026-08-27,https://scholarships.gov.in/scheme/4252,Aadhaar; Income Certificate,Karnataka,0.211
4253,Excellence Scholarship 4253,NGO,16,29,800000.0,General,School,85673,2026-07-26,https://scholarships.gov.in/scheme/4253,Bank Details; Marksheet,Delhi,0.346
4254,Higher Education Scholarship 4254,Private Trust,13,16,100000.0,All,School,53130,2026-07-01,https://scholarships.gov.in/scheme/4254,Caste Certificate; Marksheet; Aadhaar,Maharashtra,0.217
4255,Merit Scholarship 4255,Central Govt,11,19,100000.0,ST,PG,56782,2026-06-20,https://scholarships.gov.in/scheme/4255,Marksheet; Aadhaar; Income Certificate,Tamil Nadu,0.232
4256,Minority Scholarship 4256,Private Trust,16,34,350000.0,ST,UG,5000,2026-08-31,https://scholarships.gov.in/scheme/4256,Marksheet; Income Certificate; Bank Details; Aadhaar,Maharashtra,0.023
4257,Women Empowerment Scholarship 4257,Private Trust,17,33,100000.0,OBC,UG,87778,2026-05-28,https://scholarships.gov.in/scheme/4257,Aadhaar; Caste Certificate,Maharashtra,0.358
4258,Talent Scholarship 4258,Private Trust,14,23,500000.0,OBC,UG,82676,2026-08-22,https://scholarships.gov.in/scheme/4258,Bank Details; Income Certificate; Caste Certificate; Aadhaar,Tamil Nadu,0.334
4259,Merit Scholarship 4259,NGO,14,33,800000.0,OBC,PG,71542,2026-07-07,https://scholarships.gov.in/scheme/4259,Marksheet; Income Certificate,All India,0.29
4260,Women Empowerment Scholarship 4260,State Govt,17,25,250000.0,ST,UG,37461,2026-06-20,https://scholarships.gov.in/scheme/4260,Aadhaar; Marksheet; Income Certificate; Bank Details,Maharashtra,0.155
4261,Post Matric Scholarship 4261,NGO,17,29,250000.0,SC,UG,20788,2026-07-24,https://scholarships.gov.in/scheme/4261,Aadhaar; Caste Certificate; Income Certificate,All India,0.087
4262,Minority Scholarship 4262,State Govt,17,25,100000.0,ST,School,40648,2026-08-16,https://scholarships.gov.in/scheme/4262,Income Certificate; Caste Certificate; Aadhaar; Marksheet,Karnataka,0.166
4263,Pre Matric Scholarship 4263,Central Govt,15,19,100000.0,ST,School,10826,2026-08-02,https://scholarships.gov.in/scheme/4263,Caste Certificate; Bank Details; Income Certificate,Maharashtra,0.047
4264,Pre Matric Scholarship 4264,Private Trust,17,19,800000.0,ST,School,53982,2026-08-21,https://scholarships.gov.in/scheme/4264,Bank Details; Aadhaar; Marksheet,Tamil Nadu,0.219
4265,Minority Scholarship 4265,Private Trust,13,22,250000.0,SC,PG,24341,2026-07-30,https://scholarships.gov.in/scheme/4265,Aadhaar; Income Certificate; Caste Certificate; Marksheet,Maharashtra,0.101
4266,Minority Scholarship 4266,Central Govt,15,18,100000.0,OBC,UG,17586,2026-08-28,https://scholarships.gov.in/scheme/4266,Income Certificate; Aadhaar,Maharashtra,0.073
4267,Merit Scholarship 4267,Private Trust,13,16,500000.0,All,School,5000,2026-08-05,https://scholarships.gov.in/scheme/4267,Caste Certificate; Bank Details; Income Certificate; Aadhaar,All India,0.023
4268,Rural Development Scholarship 4268,Private Trust,11,33,100000.0,ST,PG,5500,2026-09-14,https://scholarships.gov.in/scheme/4268,Marksheet; Caste Certificate; Income Certificate; Aadhaar,All India,0.022
4269,Rural Development Scholarship 4269,NGO,14,22,350000.0,OBC,School,38421,2026-04-28,https://scholarships.gov.in/scheme/4269,Bank Details; Caste Certificate; Income Certificate,Maharashtra,0.168
4270,Post Matric Scholarship 4270,Central Govt,10,12,350000.0,All,PG,53155,2026-07-29,https://scholarships.gov.in/scheme/4270,Aadhaar; Income Certificate; Caste Certificate; Bank Details,Delhi,0.216
4271,Women Empowerment Scholarship 4271,State Govt,17,33,250000.0,OBC,PG,50751,2026-06-15,https://scholarships.gov.in/scheme/4271,Income Certificate; Aadhaar,All India,0.208
4272,Minority Scholarship 4272,NGO,11,20,100000.0,ST,School,36457,2026-08-23,https://scholarships.gov.in/scheme/4272,Aadhaar; Income Certificate; Marksheet; Bank Details,Tamil Nadu,0.149
